
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建游戏
status_effect_withdrawal				戒毒
status_effect_tazed                     电晕
status_effect_overdosed                 药物过量
status_effect_surrendered               投降
status_effect_calming                   镇静
status_effect_angst                     愤怒
status_effect_wounded                   流血
status_effect_virus                     生病
status_effect_virusdeadly               重病
status_effect_overheating               过热
status_effect_frigid                    寒冷
status_effect_foodpoisoning             食物中毒
status_effect_riledup                   恼羞成怒

condition_treated                       已治疗
condition_needstreating                 需要治疗

experience_totaltime                    总时间
experience_misconduct                   不当行为
experience_lockeddown                   禁闭
experience_regime                       按作息表活动
experience_sleep                        睡觉
experience_work                         工作
experience_class                        上课
experience_freetime                     自由时间
experience_moodbad                      坏
experience_moodnormal                   一般
experience_moodgood                     好
experience_nocondition                  无
experience_kod                          被击晕
experience_hurt                         受伤
experience_suppressed                   被镇压
experience_intoxicated                  犯毒瘾
experience_wellfed                      饮食充足
experience_exercise                     锻炼

need_name_nothing                       无
need_name_bladder                       小便
need_name_bowels                        大便
need_name_sleep                         睡觉
need_name_food                          食物
need_name_safety                        安全
need_name_hygiene                       卫生
need_name_exercise                      锻炼
need_name_family                        家庭
need_name_recreation                    娱乐
need_name_comfort                       舒适
need_name_environment                   环境
need_name_privacy                       隐私
need_name_freedom                       自由
need_name_clothing                      衣物
need_name_drugs                         毒品
need_name_alcohol                       酒精
need_name_starving                      挨饿
need_name_spirituality                  精神
need_name_literacy                      文化
need_name_babysleep                     [婴儿] 睡觉
need_name_babyplay                      [婴儿] 玩
need_name_warmth                        温暖
need_name_staffbladder                  小便
need_name_staffbowels                   大便
need_name_stafffood                     食物
need_name_staffsafety                   安全
need_name_staffrecreation               娱乐
need_name_staffcomfort                  舒适
need_name_staffenvironment              环境
need_name_staffrest                     休息
need_name_staffwarmth                   温暖
need_name_luxuries                      奢侈品
needs_locked                            （需要心理学家来揭示囚犯的需求）
needs_title                             =[需求]=

reputation_title                        声誉
reputation_hidden                       （未知声誉）
reputation_hidden_short                 ???

reputation_legendary                    --传奇--
reputation_strong                       强壮
reputation_tough                        粗暴
reputation_volatile                     易怒
reputation_snitch                       告密者
reputation_deadly                       致命
reputation_stoical                      坚忍
reputation_fearless                     无畏
reputation_exlaw                        前执法者
reputation_copkiller                    警察杀手
reputation_quick                        敏捷
reputation_instigator                   教唆犯
reputation_fighter                      搏击能手
reputation_gangmember                   帮派成员
reputation_federalwitness               联邦证人
reputation_preacher                     牧師
reputation_connected                    社交活跃
reputation_workaholic                   工作狂
reputation_clean                        洁癖
reputation_pickpocket                   扒手
reputation_copycat                      身份伪装
reputation_dangerous                    危险份子
reputation_escapeartist                 逃脱专家

reputation_strong_high                  极其强壮
reputation_tough_high                   极其粗暴
reputation_volatile_high                极其易怒
reputation_deadly_high                  极其致命
reputation_exlaw_high                   前狱中警卫
reputation_quick_high                   极其敏捷
reputation_fighter_high                 搏击专家
reputation_connected_high               左右逢源
reputation_dangerous_high               极端危险份子

reputation_legendary_high               --传奇--
reputation_snitch_high                  告密者
reputation_stoical_high                 坚忍
reputation_fearless_high                无畏
reputation_copkiller_high               警察杀手
reputation_instigator_high              教唆犯
reputation_gangmember_high              帮派成员
reputation_federalwitness_high			联邦重要证人
reputation_preacher_high                神父
reputation_workaholic_high              工作魔人
reputation_clean_high                   极度洁癖
reputation_pickpocket_high              扒手之王
reputation_copycat_high                 易容大师
reputation_escapeartist_high            逃脱大师

reputationtooltip_legendary             这名囚犯是黑社会里的传奇人物之一，拥有许多本领和能力，是个十分危险的人物。
reputationtooltip_strong                这名囚犯在斗殴时会越战越勇。
reputationtooltip_tough                 这名囚犯在格斗中能比常人承受更重的击打，甚至能承受来自电击枪的打击。
reputationtooltip_volatile              这名囚犯容易无缘无故地发狂。
reputationtooltip_stoical               这名囚犯对于被独自关押满不在乎。根本不会感到一丝压抑。
reputationtooltip_snitch                这名囚犯是名线人，因此他的生命可能有危险。不要将他和其他罪犯放在一起太久。
reputationtooltip_deadly                这名囚犯精通致命格斗招式，有时可以一击致死。
reputationtooltip_exlaw                 这名囚犯曾经是一名警察或者其他执法人员。他的生命可能受到威胁。
reputationtooltip_copkiller             这名囚犯因谋杀一名警察而被判有罪。警卫在制服他的时候可能无法控制自己而使用过度武力。
reputationtooltip_fearless              这名囚犯不会受到武装警卫的威慑，并且在打斗中不会轻易投降。
reputationtooltip_quick                 这名囚犯跑得极其快。
reputationtooltip_instigator            这名囚犯擅长煽动邻近囚犯的不满情绪。当他制造麻烦的时候，周围的囚犯也很可能一拥而上。
reputationtooltip_fighter               这名囚犯擅长防御格斗招式，可以在打斗中卸掉对方的兵器，甚至可以夺走对方的武器。
reputationtooltip_gangmember            这名囚犯属于一个帮派，他会保护同帮派成员并且对敌对帮派充满仇恨。
reputationtooltip_federalwitness        这名囚犯是一个重要案件的证人，因此已经被帮派或犯罪头目列为灭口目标。
reputationtooltip_preacher              這名囚犯非常有魅力，並有能力使其他人改信宗教，讓他們有了精神上的付託。
reputationtooltip_connected             这个囚犯到处都有人脉关系，无论监狱里面还是外面。他们能够生产似乎不知从哪里冒出来的违禁品。
reputationtooltip_workaholic            这个囚犯强迫自己工作，一旦开始就不会停下，直到无事可做为止，无视制度乃至他们的基本需求。
reputationtooltip_clean                 这个囚犯痴迷于清洁；因此，他们对卫生的需求将以更高的速率增长。
reputationtooltip_copycat               这个囚犯能够模仿附近囚犯的行为和动作，复刻他们的声誉。
reputationtooltip_dangerous             这个囚犯对附近的其他人造成伤害。以什么方式？为什么？谁能作证。
reputationtooltip_escapeartist          这个囚犯是一个专业的逃脱大师，并以逃跑为乐。不断试图盗取监狱钥匙，然后越狱。

# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       工作中
nameplate_stationed                     站岗
nameplate_patrolling                    巡逻中
nameplate_resting                       休息中
nameplate_tired                         疲劳
nameplate_injured                       受伤
nameplate_unconscious                   昏迷
nameplate_dead                          死亡
nameplate_released                      已释放
nameplate_researching                   调查中
nameplate_overdose                      药物过量
nameplate_starving                      挨饿
nameplate_wounded                       流血


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              给所有囚犯提供食物
objective_caption_prisoners             囚犯
objective_caption_meals                 餐食
objective_readceosletter                阅读首席执行官的来信
objective_actionrequired                事件报告

objective_deathrowinmates               死刑犯状态

objective_prisonerintake                接受囚犯数
objective_intake_arrivals               上午8点有 *X 名囚犯抵达
objective_intake_closed                 监狱不再接收新囚犯
objective_intake_closed2                （查看囚犯报告）
objective_intake_closed3                （查看接收报告）
objective_intake_specials				特别转移：
objective_intake_categories             种类：
objective_intake_minsec                 低危险度，
objective_intake_medsec                 中危险度，
objective_intake_maxsec                 高危险度
objective_intake_deathrow               死刑犯
objective_intake_typeclosed             关闭
objective_intake_typefillcapacity       填充到监狱容量
objective_intake_typetotalprisoners     填充到 *X 人
objective_intake_typenumperday          每天 *X 人
objective_intake_typeallavailable       全部可用囚犯

objective_builddeliveriesroom           建造囚犯接收区

objective_outgoing                      即将释放的囚犯
objective_outgoing_count                *X 名囚犯即将被释放
objective_outgoing_timer                (*X 小时)

objective_visitors                      探视者（上午8点——晚上8点）
objective_visitors_waiting              有 *X 名等待探视的家属
objective_visitors_onsite               监狱里来了 *Y 组共计 *X 名探视者

objective_staffexhausted                员工精疲力竭
objective_reststaff_exhausted           *X 名员工已经精疲力竭。
objective_reststaff_resting             （ *X 名员工正在休息）
objective_reststaff_needstaffroom       建立员工休息室，这样他们就可以休息了。

objective_punishment_solitary           *X 名囚犯被单独禁闭
objective_punishment_solitary_queue     *X 名囚犯等待单独禁闭
objective_punishment_solitary_mix       *X 名囚犯在单独禁闭 (+ *Y 名囚犯在等待)
objective_punishment_lockdown           *X 人被禁足
objective_incident_medical              *X 需要治疗
objective_incident_dead                 *X 具尸体

objective_prisonerparole                囚犯假释
objective_parole_count                  *X 名囚犯可申请假释

objective_payment_receivedfull          报酬：*X 已收到
objective_payment_receivedpart          报酬：已收到总计 *Y 中的 *X 

objective_grant_bootstraps                  基础监禁中心
objective_grant_bootstraps_description      把一片空地建成一座可正常运作的监狱。这份政府合同为\n你提供为首批囚犯建造最基本监狱基础设施所需的资金。
objective_grant_bootstraps_holdingcell      建造拘留牢房
objective_grant_bootstraps_shower           建造淋浴房
objective_grant_bootstraps_yard             建造庭院
objective_grant_bootstraps_kitchen          建造厨房
objective_grant_bootstraps_canteen          建造餐厅
objective_grant_bootstraps_guard            雇用至少两名警卫
objective_grant_bootstraps_chef             雇佣至少两名厨师

objective_grant_administration                          管理中心
objective_grant_administration_description              每座监狱项目都需要能够正常运作的管理设施，以确保事\n情顺利进行，使项目正常发挥作用。\n\n这份合同为典狱长、会计师及其办公室提供了经费，使我\n们能够使用完备的联邦行政系统。
objective_grant_administration_offices                  建造两间办公室
objective_grant_administration_warden                   雇佣一名典狱长
objective_grant_administration_accountant_research      通过行政系统解锁财政
objective_grant_administration_accountant               雇用一名会计师

objective_grant_firstcellblock                  牢房区块 A
objective_grant_firstcellblock_description      基础设施已建好并运转，现在应该建造第一间牢房，把现\n有的囚犯转入其自己的牢房。
objective_grant_firstcellblock_cells            将监狱容量提高到15人

objective_grant_health                      囚犯健康与福祉
objective_grant_health_description          囚犯们的生理和心理健康对于我们来说十分重要。这项补\n助用于促进建设最先进的内科病房，并聘用医师和心理医\n生来照顾囚犯的健康需求。
objective_grant_health_ward                 建立内科病房
objective_grant_health_doctors              聘请至少两名医师
objective_grant_health_psychologist         聘请一名心理医生（需要办公室）

objective_grant_bailout                     政府紧急救助
objective_grant_bailout_description         政府对你的表现十分不满，但是政府认为你的监狱规模太\n大而不能倒闭。政府将使用纳税人的资金防止监狱破产。\n但是你必须平衡你的帐目——让你的监狱回归正现金流\n（每日收入高于支出），并且偿还银行贷款。
objective_grant_bailout_cashflow            收入高于支出
objective_grant_bailout_debt                清偿债务


objective_grant_maintenance                         监狱维护
objective_grant_maintenance_description             监狱和场地的基本保养与维护非常重要，关系到工作人员\n和囚犯的安全。雇佣必要的人员保持监狱整洁有序。
objective_grant_maintenance_research_root           通过行政系统解锁维护
objective_grant_maintenance_research_cleaning       通过行政系统解锁清洁
objective_grant_maintenance_research_groundskeeping 通过行政系统解锁园艺
objective_grant_maintenance_foreman                 雇佣一名工头（需要办公室）
objective_grant_maintenance_janitor                 雇佣至少两名清洁工
objective_grant_maintenance_gardener                雇佣一名园丁

objective_grant_visitation                          探视权
objective_grant_visitation_description              由于拒绝承认囚犯的探视权，这片区域许多其他监狱正面\n临诉讼。投资者们不希望陷入丑闻，他们正提供资金以确\n保提供充足的设施。
objective_grant_visitation_room                     建立1个探访室
objective_grant_visitation_tables                   添加至少3张探访桌
objective_grant_visitation_commonroom               建造公共房间
objective_grant_visitation_pooltable                添加台球桌
objective_grant_visitation_tv                       添加至少2台电视
objective_grant_visitation_phones                   建造至少5个电话亭

objective_grant_basicsecurity                       安全程序认证
objective_grant_basicsecurity_description           由于员工缺乏经验而造成的安全漏洞是新监狱的常见缺陷。\n将安保力度增强到可接受水平来避免出现一些会影响我们\n声誉的问题。
objective_grant_basicsecurity_chief                 聘请一名安保主管（需要办公室）
objective_grant_basicsecurity_guards                雇用十名警卫
objective_grant_basicsecurity_patrols               将三名警卫分配到巡逻路线
objective_grant_basicsecurity_research              通过行政系统解锁巡逻

objective_grant_enhancedsecurity                    政府安全评级
objective_grant_enhancedsecurity_description        政府对超过特定规模的监狱有特定安全要求，并会重罚那\n些不合标准的监狱。确保这方面不出现问题。
objective_grant_enhancedsecurity_armoury            建立枪械库
objective_grant_enhancedsecurity_kennel             建立警犬休息室
objective_grant_enhancedsecurity_guards             雇用两名武装警卫
objective_grant_enhancedsecurity_dogs               雇用两名警犬训练员
objective_grant_enhancedsecurity_patroldogs         将两名警犬训练员分配至警犬巡逻队
objective_grant_enhancedsecurity_patrolarmed        将两名武装警卫分配至巡逻队

objective_grant_advancedsecurity                    实施最高设防基础设施
objective_grant_advancedsecurity_description        保证大量囚犯的妥善关押或许比较困难，但是囚犯突破防\n卫造成的代价远比实施适当安保措施的代价大得多。在你\n的监狱中安装必要的设备。
objective_grant_advancedsecurity_guards             扩大安保力量的规模
objective_grant_advancedsecurity_researchcctv       通过行政系统解锁闭路电视监控系统
objective_grant_advancedsecurity_researchbodyarmour 通过行政系统解锁防弹衣
objective_grant_advancedsecurity_researchtazers     通过行政系统解锁电击枪
objective_grant_advancedsecurity_office             建造安保办公室
objective_grant_advancedsecurity_cctvmonitor        建造闭路电视监视器
objective_grant_advancedsecurity_cctvcameras        在监狱中安装闭路电视监控摄像头

objective_grant_prisonerworkforce                   囚犯适应和劳役
objective_grant_prisonerworkforce_description       让囚犯在监狱中工作是在削减费用的同时使他们融入环境\n的好办法。完成必要的训练并建造必需的设备将囚犯投入\n工作。
objective_grant_prisonerworkforce_research          通过行政系统解锁囚犯劳役
objective_grant_prisonerworkforce_cleaning          建造清洁橱柜
objective_grant_prisonerworkforce_laundry           建造洗衣房
objective_grant_prisonerworkforce_kitchenclass      让三名囚犯完成厨房安全和卫生方案
objective_grant_prisonerworkforce_laundryassigned   将三名囚犯分配到洗衣房工作
objective_grant_prisonerworkforce_kitchenassigned   将三名囚犯分配到厨房工作
objective_grant_prisonerworkforce_cleaningassigned  将三名囚犯分配到清洁橱柜工作

objective_grant_educationreformprogram              通过教育方案进行改造
objective_grant_educationreformprogram_description  一个著名的群体正在执行有关教育对囚犯再犯罪率影响的\n大规模社会实验。设立一些教室开始教育你的囚犯。
objective_grant_educationreformprogram_research     通过行政系统解锁教育
objective_grant_educationreformprogram_classroom    建造教室
objective_grant_educationreformprogram_desks        建造二十张学校用桌
objective_grant_educationreformprogram_foundationed 让十名囚犯通过基础教育课程
objective_grant_educationreformprogram_generaled    让一名囚犯通过普通教育课程

objective_grant_prisonlabour                        监狱制造设施
objective_grant_prisonlabour_description            投资人想让你提高监狱的盈利能力，希望投资资金来帮你\n建立工坊以将囚犯们转变为劳动力。
objective_grant_prisonlabour_workshop               建造工坊
objective_grant_prisonlabour_saw                    建造两个锯木台
objective_grant_prisonlabour_press                  建造两个冲压机
objective_grant_prisonlabour_reform                 让五名囚犯通过工坊安全方案
objective_grant_prisonlabour_plates                 制作30个车牌

objective_grant_furnituremanufacturing              木工学徒方案
objective_grant_furnituremanufacturing_description  向囚犯们提供木工课程，给他们传授出狱后能够使用的宝\n贵技能，让他们在你的工坊中制作可以出售以提高收入的\n高档家具。
objective_grant_furnituremanufacturing_forestry     建造一片森林
objective_grant_furnituremanufacturing_table        建造两张木工桌
objective_grant_furnituremanufacturing_reform       让两名囚犯通过木工课程
objective_grant_furnituremanufacturing_bed          制作十张优秀床铺

objective_grant_reducestaffstress                   员工福祉倡议
objective_grant_reducestaffstress_description       监狱工会收到了员工过分紧张和过度工作的报告，已经达\n到能够导致错误的程度。确保相似的问题在你的监狱中不\n会发生。
objective_grant_reducestaffstress_staffroom         建造员工休息室
objective_grant_reducestaffstress_freeguards        至少不给五名警卫安排职责
objective_grant_reducestaffstress_restedstaff       确保员工中无人精疲力竭

objective_grant_shortterminvestment                 短期投资
objective_grant_shortterminvestment_description     将金钱用于投资，最终能够带来与初始投资额相称的合理\n回报。
objective_grant_shortterminvestment_wait            等待资金……

objective_grant_longterminvestment                  长期投资
objective_grant_longterminvestment_description      将金钱用于长期投资，最终能够带来与初始投资额相称的\n大额回报。
objective_grant_longterminvestment_wait             等待资金……

objective_grant_cellblock50                         牢房区块 B
objective_grant_cellblock50_description             该扩建你的监狱了，使其超越简单收容场所的规模。
objective_grant_cellblock50_cells                   将监狱囚犯容量提高到50

objective_grant_cellblock100                        牢房区块 C
objective_grant_cellblock100_description            继续扩建监狱以充分利用土地。
objective_grant_cellblock100_cells                  将监狱囚犯容量提高到100

objective_grant_cellblock200                        牢房区块 D
objective_grant_cellblock200_description            更多囚犯意味着更多政府资金。提升监狱容量利用这些资\n金。
objective_grant_cellblock200_cells                  将监狱囚犯容量提高到200

objective_grant_cellblock500                        牢房区块 E
objective_grant_cellblock500_description            政府会给最大的监狱提供相当多的财政激励。你应该朝这\n个目标努力。
objective_grant_cellblock500_cells                  将监狱囚犯容量提高到500

objective_grant_nutritionresearch                   囚犯营养调查
objective_grant_nutritionresearch_description       一个独立调查小组提供资金以参与针对同监狱囚犯饮食习\n惯变化影响的试验。
objective_grant_nutritionresearch_poor              两天提供1餐低份量低种类餐食
objective_grant_nutritionresearch_good              两天提供3餐高份量高种类餐食

objective_grant_drugsearch                          取缔毒品
objective_grant_drugsearch_description              近来较大监狱中的毒品使用越来越引人关注。采取主动立\n场并向人们展示你在处理这个问题。
objective_grant_drugsearch_find                     搜出十份非法毒品

objective_grant_contrabandsupply                    工具清理
objective_grant_contrabandsupply_description        在其他监狱中发生多起涉及偷窃物品的事件之后，一个组\n织正在监狱中执行针对工具和武器分布情况的调查研究。\n实验的这部分涉及尝试着从囚犯那儿夺走所有类似物品。
objective_grant_contrabandsupply_tools              取缔偷窃工具的供给
objective_grant_contrabandsupply_weapons            取缔偷窃武器的供给

grant_category_completed                            已完成：
grant_category_unlocked                             已解锁：
grant_category_cash                                 现金：
grant_category_cashflow                             现金流：
grant_category_debt                                 债务：
grant_category_prisoners                            囚犯：

grant_property_atleast                              至少 *X
grant_property_atmost                               不多于 *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              无
object_box                               箱子
object_stack                             堆
object_bed                               床
object_bunkbed                           双层床
object_crib                              婴儿床
object_toilet                            厕所
object_table                             桌子
object_chair                             椅子
object_bench                             板凳
object_electricchair                     电椅
object_jaildoor                          监狱门
object_jaildoorlarge                     大型监狱门
object_door                              门
object_solitarydoor                      禁闭门
object_staffdoor                         员工门
object_remotedoor                        遥控门
object_roadgate                          道路大门
object_jailbars                          牢房栏杆
object_window                            视窗
object_windowlarge                       大型窗户
object_tree                              树
object_light                             灯
object_cooker                            炊具
object_fridge                            冰箱
object_bin                               垃圾桶
object_sink                              水槽
object_servingtable                      配餐桌
object_showerhead                        花洒喷头
object_brick                             砖
object_concrete                          混凝土
object_steel                             钢
object_ingredients                       食材
object_ingredientscooking                食材（烹制中）
object_ingredientscooked                 食材（已烹制）
object_ingredientsspoiled                食材（已腐坏）
object_meal                              餐食
object_foodtray                          餐盘
object_foodtraydirty                     餐盘（脏）
object_grassturf                         草坪
object_prisoneruniform                   囚服
object_dirtyprisoneruniform              囚服（脏）
object_crumpledprisoneruniform           囚服（皱）
object_bleach                            漂白剂
object_sheetmetal                        金属板
object_licenseplateblank                 车牌（空白）
object_licenseplate                      车牌
object_log                               圆木
object_wood                              木材
object_workman                           工人
object_truckdriver                       卡车司机
object_guard                             警卫
object_riotguard                         防暴警卫
object_armedguard                        武装警卫
object_prisoner                          囚犯
object_doctor                            医师
object_paramedic                         医护人员
object_cook                              厨师
object_gardener                          园丁
object_janitor                           清洁工
object_fireman                           消防员
object_avatar                            头像
object_actor                             人物
object_visitor                           探视者
object_executionwitness                  死刑见证人
object_doghandler                        警犬训练员
object_dog                               警犬
object_dogcrate                          狗笼
object_teacher                           教师
object_soldier                           士兵
object_sniper                            狙击手
object_warden                            典狱长
object_chief                             主管
object_foreman                           工头
object_psychologist                      心理医生
object_accountant                        会计
object_lawyer                            律师
object_supplytruck                       供给卡车
object_prisonerbus                       囚车
object_fireengine                        消防车
object_riotvan                           防暴警车
object_ambulance                         救护车
object_hearse                            灵车
object_trooptruck                        运兵车
object_fire                              火
object_garbage                           垃圾
object_rubble                            瓦砾
object_bookshelf                         书架
object_officedesk                        办公写字桌
object_filingcabinet                     档案柜
object_medicalbed                        医疗床
object_morgueslab                        停尸台
object_equipment                         装备
object_prop                              道具
object_dummy                             假人
object_powerstation                      电站
object_capacitor                         电容器
object_electricalcable                   电缆
object_powerswitch                       电源开关
object_logiccircuit                      逻辑电路
object_logicbridge                       逻辑桥
object_waterpumpstation                  水泵站
object_pipevalve                         管道阀门
object_pipelarge                         大型管道
object_pipesmall                         小型管道
object_drain                             排水渠
object_sprinkler                         喷洒装置
object_metaldetector                     金属探测器
object_weightsbench                      举重床
object_phonebooth                        电话亭
object_tv                                电视
object_largetv                           大型电视
object_pooltable                         台球桌
object_polaroid                          宝丽来
object_cctv                              闭路电视监控系统 
object_cctvmonitor                       闭路电视监视器
object_laundrymachine                    洗衣机
object_laundrybasket                     洗衣篮
object_ironingboard                      熨衣板
object_visitortable                      访客桌
object_visitortablesecure                访客柜台
object_workshopsaw                       电锯工作台
object_workshoppress                     冲压工作台
object_carpentertable                    木匠工作台
object_boombox                           立体扬声器
object_guardlocker                       警卫锁柜
object_sofachairsingle                   沙发
object_sofachairdouble                   宽沙发
object_drinkmachine                      饮水机
object_arcadecabinet                     过道箱
object_radio                             收音机
object_radiator                          暖气片
object_bookshelflarge                    图书馆书架
object_weaponrack                        武器架
object_treestump                         树桩
object_schooldesk                        书桌
object_superiorbed                       高级床
object_doorcontrolsystem                 门禁系统
object_phonemonitor                      电话窃听器
object_servo                             门伺服器
object_doortimer                         门禁定时器
object_pressurepad                       压力板
object_statuslight                       状态灯
object_wire                              连接
object_dismantleobject                   拆除对象
object_dismantleutility                  拆除设施
object_sellobject                        售卖物品
object_canceljobs                        取消工作
object_showallwires                      显示线缆
object_tidywires                         整理线缆
object_cutscenepolaroid                  宝丽来过场动画
object_cutscenecamera                    动画摄像头
object_cutscenecue                       动画提示
object_cutscenecaption                   动画字幕
object_foodwaste                         食物残渣
object_altar                             圣坛
object_pews                              长凳
object_prayermat                         跪垫
object_paroleofficer                     假释官
object_parolelawyer                      假释律师
object_spiritualleader                   神职人员
object_librarybookshelf                  图书馆书架
object_librarybookunsorted               图书馆书籍（未分类）
object_librarybooksorted                 图书馆书籍（已分类）
object_sortingtable                      分拣台
object_ruinedbook                        毁坏的书
object_foodbowl                          食物
object_appealslawyer                     上诉律师
object_appealsmagistrate                 上诉法官
object_mailsatchel                       邮件包
object_mailunsorted                      未分类邮件
object_mailsorted                        已分类邮件
object_prisonermail                      邮件
object_prisonermailopened                邮件（已打开）
object_shopfront                         店面
object_shopgoods                         商店货物
object_shopshelf                         商店货架
object_playmat                           游戏垫
object_guardtower                        警戒塔
object_waterboiler                       烧水器
object_pipehotwater                      热水管道
object_stafffood                         员工餐
object_stafffoodboxed                    员工餐
object_newspaper                         报纸
object_strikefire                        火桶


material_none                            无
material_building                        建筑（砖）
material_buildingconcrete                建筑（混凝土）
material_demolish                        铲平
material_clearindoorarea                 清除室内区域
material_demolishwalls                   拆墙
material_removetunnels                   填埋地道
material_canceljobs                      取消工作
material_dirt                            泥土
material_sand                            砂砾
material_pavingstone                     铺路石
material_grass                           草
material_gravel                          砾石
material_road                            路
material_roadmarkings                    路标
material_roadmarkingsleft                路标（左）
material_roadmarkingsright               路标（右）
material_stone                           石头
material_fence                           栅栏
material_concretetiles                   混凝土砖
material_concretefloor                   混凝土地板
material_woodenfloor                     木地板
material_ceramicfloor                    陶瓷地板
material_mosaicfloor                     拼花地板
material_metalfloor                      金属地板
material_marbletiles                     大理石瓷砖
material_whitetiles                      白色瓷砖
material_fancytiles                      花式瓷砖
material_concretewall                    混凝土墙
material_brickwall                       砖墙
material_perimeterwall                   围墙
material_burntfloor                      烧焦的地板
material_burntwall                       烧焦的墙
material_buildingframe                   建筑框架
material_roof                            屋顶
material_water							 水

room_none                                无
room_cell                                牢房
room_holdingcell                         拘留牢房
room_solitary                            禁闭室
room_superiorcell                        高级牢房
room_dormitory                           宿舍
room_familycell                          家庭牢房
room_sharedcell                          多人牢房
room_canteen                             餐厅
room_canteen_staff						 员工餐厅
room_kitchen                             厨房
room_shower                              淋浴间
room_yard                                庭院
room_storage                             仓库
room_deliveries                          货堆
room_garbage                             垃圾
room_execution                           行刑室
room_workshop                            工坊
room_security                            安保人员
room_office                              办公室
room_medicalward                         医务室
room_morgue                              停尸房
room_commonroom                          公共房间
room_laundry                             洗衣房
room_visitation                          探视间
room_cleaningcupboard                    清洁橱柜
room_kennel                              警犬休息室
room_armoury                             枪械库
room_staffroom                           员工休息室
room_library                             图书馆
room_forestry                            森林
room_classroom                           教室
room_exports                             出货区
room_chapel                              教堂
room_intake                              犯人接收处
room_clearrooms                          清除房间
room_paroleroom                          假释室
room_mailroom                            邮件收发室
room_shop                                商店
room_nursery                             托儿所

equipment_none                           无
equipment_fists                          拳头
equipment_baton                          警棍
equipment_club                           木棍
equipment_shank                          刀柄
equipment_knife                          小刀
equipment_fork                           叉子
equipment_gun                            枪
equipment_spoon                          勺子
equipment_needle                         针
equipment_booze                          酒
equipment_poison                         毒药
equipment_cigs                           烟
equipment_saw                            锯子
equipment_jailkeys                       监狱钥匙
equipment_mobilephone                    手机
equipment_lighter                        打火机
equipment_screwdriver                    螺丝刀
equipment_drugs                          毒品
equipment_sheers                         大剪刀
equipment_mop                            拖把
equipment_rake                           耙子
equipment_hose                           软管
equipment_spatula                        铲
equipment_woodenspoon                    木勺
equipment_cleaningbrush                  清洁刷
equipment_hammer                         锤子
equipment_clipboard                      笔记板
equipment_drill                          钻头
equipment_pianowire                      钢琴线
equipment_scissors                       剪刀
equipment_medicine                       药品
equipment_shotgun                       霰弹枪
equipment_moneybag                      钱袋
equipment_tazer                         电击枪
equipment_guarduniform                  警卫制服
equipment_stabvest                      防刺背心
equipment_rifle                         步枪
equipment_dogleash                      狗绳
equipment_assaultrifle                  突击步枪
equipment_woodenpickaxe                 木质镐头
equipment_cbradio                       对讲机
equipment_axe                           斧子
equipment_spade                         铁锹
equipment_book                          书籍
equipment_megaphone                     扩音器
equipment_magazine                      杂志
equipment_batteringram                  打洞器
equipment_iron                          熨斗
equipment_microphone                    麦克风
equipment_torch                         手电筒
equipment_bookclosed                    书籍

research_requires_short                 需要一个 *X

reformprogram_workshopinduction         工坊安全导语
reformprogram_foundationeducation       基础教育方案
reformprogram_generaleducation          普通教育资格
reformprogram_carpentry                 木工学徒
reformprogram_kitcheninduction          厨房安全与卫生
reformprogram_therapy                   行为疗法
reformprogram_methadone                 药物治疗毒瘾
reformprogram_alcoholicsmeeting         酗酒者集体理疗
reformprogram_tazertraining             警卫电击枪认证
reformprogram_spiritualguidance         精神指导
reformprogram_parolehearing             假释听证会
reformprogram_deathrowappeal            死刑上诉

reformprogram_tazertrained              持有执照：电击枪

reformprogram_workshopinduction_text    安全第一！囚犯必须通过这门课程才能在工坊工作。
reformprogram_foundationeducation_text  许多囚犯甚至缺乏基本的阅读、写作和数学技能。本课程旨在使囚犯达到基本水平。通过的囚犯可在图书馆工作。
reformprogram_carpentry_text            需要较强实践能力的一项复杂技能。合格的囚犯可用此技能在木匠台制作出高价木制品。
reformprogram_kitcheninduction_text     在为数百人提供食物时，食物标准十分重要。在去厨房工作之前囚犯必须完成此课程。
reformprogram_therapy_text              囚犯通常较难控制他们的暴力天性。与监狱心理医生的一对一谈话旨在提供工具帮助囚犯在变得暴力之前阻止事态升级。
reformprogram_methadone_text            一套包括5种药物替代品的课程，用以治疗囚犯的毒品成瘾症状。每次治疗都将帮助囚犯缓解毒瘾，完成课程可能完全消除毒瘾。
reformprogram_alcoholicsmeeting_text    酗酒者集体理疗能够帮助囚犯减少对酒精的欲望。无法完全消除需求。
reformprogram_parolehearing_text        确定囚犯是否符合提前释放资格的听证会。囚犯被释放后不再犯罪可以获得不错的奖励。
